"","GEO.display.label","NAICS.id","NAICS.display.label","EMP"
"65292","Ohio","332812","Metal coating, engraving (except jewelry and silverware), and allied services to manufacturers","3934"
"65293","Ohio","332813","Electroplating, plating, polishing, anodizing, and coloring","4287"
"65304","Ohio","332994","Small arms, ordnance, and ordnance accessories manufacturing","235"
"65315","Ohio","333131","Mining machinery and equipment manufacturing","482"
"65336","Ohio","333511","Industrial mold manufacturing","3717"
"65337","Ohio","333514","Special die and tool, die set, jig, and fixture manufacturing","4181"
"65338","Ohio","333515","Cutting tool and machine tool accessory manufacturing","2877"
"65339","Ohio","333517","Machine tool manufacturing","4535"
"65340","Ohio","333519","Rolling mill and other metalworking machinery manufacturing","1512"
"65344","Ohio","333612","Speed changer, industrial high-speed drive, and gear manufacturing","799"
"65349","Ohio","333911","Pump and pumping equipment manufacturing","1504"
"65350","Ohio","333912","Air and gas compressor manufacturing","1543"
"65371","Ohio","334118","Computer terminal and other computer peripheral equipment manufacturing","948"
"65384","Ohio","334412","Bare printed circuit board manufacturing","720"
"65386","Ohio","334416","Capacitor, resistor, coil, transformer, and other inductor manufacturing","419"
"65387","Ohio","334417","Electronic connector manufacturing","308"
"65388","Ohio","334418","Printed circuit assembly (electronic assembly) manufacturing","1708"
"65392","Ohio","334510","Electromedical and electrotherapeutic apparatus manufacturing","3347"
"65393","Ohio","334511","Search, detection, navigation, guidance, aeronautical, and nautical system and instrument manufacturing","2100"
"65395","Ohio","334513","Instruments and related products manufacturing for measuring, displaying, and controlling industrial process variables","3135"
"65396","Ohio","334514","Totalizing fluid meter and counting device manufacturing","988"
"65397","Ohio","334515","Instrument manufacturing for measuring and testing electricity and electrical systems","1365"
"65398","Ohio","334516","Analytical laboratory instrument manufacturing","533"
"65400","Ohio","334519","Other measuring and controlling device manufacturing","3391"
"65404","Ohio","334614","Software and other prerecorded compact disc, tape, and record reproducing","182"
"65411","Ohio","335122","Commercial, industrial, and institutional electric lighting fixture manufacturing","138"
"65423","Ohio","335311","Power, distribution, and specialty transformer manufacturing","371"
"65424","Ohio","335312","Motor and generator manufacturing","1970"
"65426","Ohio","335314","Relay and industrial control manufacturing","1802"
"65429","Ohio","335911","Storage battery manufacturing","1116"
"65446","Ohio","336120","Heavy duty truck manufacturing","3563"
"65449","Ohio","336211","Motor vehicle body manufacturing","1566"
"65457","Ohio","336320","Motor vehicle electrical and electronic equipment manufacturing","8047"
"65459","Ohio","336330","Motor vehicle steering and suspension components (except spring) manufacturing","2620"
"65463","Ohio","336350","Motor vehicle transmission and power train parts manufacturing","8835"
"65465","Ohio","336360","Motor vehicle seating and interior trim manufacturing","6756"
"65467","Ohio","336370","Motor vehicle metal stamping","14165"
"65469","Ohio","336390","Other motor vehicle parts manufacturing","9826"
"65474","Ohio","336413","Other aircraft parts and auxiliary equipment manufacturing","2774"
"65479","Ohio","336510","Railroad rolling stock manufacturing","513"
"65487","Ohio","336992","Military armored vehicle, tank, and tank component manufacturing","1130"
"65513","Ohio","339112","Surgical and medical instrument manufacturing","3089"
"65514","Ohio","339113","Surgical appliance and supplies manufacturing","4081"
"65887","Ohio","483211","Inland water freight transportation","132"
"65894","Ohio","484121","General freight trucking, long-distance, truckload","18538"
"65936","Ohio","486910","Pipeline transportation of refined petroleum products","202"
"65961","Ohio","488310","Port and harbor operations","44"
"65963","Ohio","488320","Marine cargo handling","121"
"66056","Ohio","517410","Satellite telecommunications","67"
"66072","Ohio","519130","Internet publishing and broadcasting and web search portals","5227"
"66235","Ohio","541370","Surveying and mapping (except geophysical) services","1245"
"66237","Ohio","541380","Testing laboratories","5681"
"66435","Ohio","621111","Offices of physicians (except mental health specialists)","86055"
"66439","Ohio","621210","Offices of dentists","31829"
"66444","Ohio","621320","Offices of optometrists","4885"
"66450","Ohio","621391","Offices of podiatrists","1966"
"66478","Ohio","622110","General medical and surgical hospitals","256143"
"67052","Oklahoma","325211","Plastics material and resin manufacturing","416"
"67148","Oklahoma","331110","Iron and steel mills and ferroalloy manufacturing","1189"
"67154","Oklahoma","331222","Steel wire drawing","1329"
"67157","Oklahoma","331313","Alumina refining and primary aluminum production","32"
"67170","Oklahoma","331511","Iron foundries","873"
"67175","Oklahoma","331524","Aluminum foundries (except die-casting)","477"
"67181","Oklahoma","332114","Custom roll forming","273"
"67199","Oklahoma","332410","Power boiler and heat exchanger manufacturing","3843"
"67201","Oklahoma","332420","Metal tank (heavy gauge) manufacturing","2172"
"67217","Oklahoma","332722","Bolt, nut, screw, rivet, and washer manufacturing","58"
"67220","Oklahoma","332811","Metal heat treating","300"
"67221","Oklahoma","332812","Metal coating, engraving (except jewelry and silverware), and allied services to manufacturers","601"
"67222","Oklahoma","332813","Electroplating, plating, polishing, anodizing, and coloring","680"
"67232","Oklahoma","332994","Small arms, ordnance, and ordnance accessories manufacturing","15"
"67264","Oklahoma","333515","Cutting tool and machine tool accessory manufacturing","145"
"67265","Oklahoma","333517","Machine tool manufacturing","206"
"67269","Oklahoma","333611","Turbine and turbine generator set units manufacturing","579"
"67275","Oklahoma","333911","Pump and pumping equipment manufacturing","3155"
"67299","Oklahoma","334220","Radio and television broadcasting and wireless communications equipment manufacturing","120"
"67311","Oklahoma","334418","Printed circuit assembly (electronic assembly) manufacturing","528"
"67320","Oklahoma","334515","Instrument manufacturing for measuring and testing electricity and electrical systems","135"
"67323","Oklahoma","334519","Other measuring and controlling device manufacturing","205"
"67334","Oklahoma","335122","Commercial, industrial, and institutional electric lighting fixture manufacturing","46"
"67344","Oklahoma","335312","Motor and generator manufacturing","1343"
"67367","Oklahoma","336211","Motor vehicle body manufacturing","595"
"67368","Oklahoma","336212","Truck trailer manufacturing","353"
"67390","Oklahoma","336411","Aircraft manufacturing","775"
"67391","Oklahoma","336412","Aircraft engine and engine parts manufacturing","400"
"67392","Oklahoma","336413","Other aircraft parts and auxiliary equipment manufacturing","4564"
"67804","Oklahoma","484110","General freight trucking, local","2580"
"67806","Oklahoma","484121","General freight trucking, long-distance, truckload","6254"
"67821","Oklahoma","485210","Interurban and rural bus transportation","42"
"67843","Oklahoma","486210","Pipeline transportation of natural gas","1224"
"67962","Oklahoma","518210","Data processing, hosting, and related services","2340"
"67970","Oklahoma","519130","Internet publishing and broadcasting and web search portals","175"
"68129","Oklahoma","541360","Geophysical surveying and mapping services","386"
"68131","Oklahoma","541370","Surveying and mapping (except geophysical) services","1133"
"68133","Oklahoma","541380","Testing laboratories","1423"
"68331","Oklahoma","621111","Offices of physicians (except mental health specialists)","21650"
"68335","Oklahoma","621210","Offices of dentists","9376"
"68340","Oklahoma","621320","Offices of optometrists","2087"
"68346","Oklahoma","621391","Offices of podiatrists","227"
"68374","Oklahoma","622110","General medical and surgical hospitals","62091"
"68683","Oregon","221117","Biomass electric power generation","72"
"68981","Oregon","325211","Plastics material and resin manufacturing","378"
"68992","Oregon","325411","Medicinal and botanical manufacturing","121"
